,Consumo,Motor_CC,Potencia,Descuento,Precio_cat,Ciudad_B,Ciudad_C,Ciudad_D,Ciudad_E,Ciudad_F,Ciudad_G,Ciudad_H,Ciudad_I,Ciudad_J,Ciudad_K,Ciudad_L,Tipo_marchas_Automatic,Tipo_marchas_Manual
316,13.2,1495.0,94.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
318,20.36,1197.0,78.9,0.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1
319,28.09,1248.0,88.5,0.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,1
320,22.7,1498.0,89.84,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
321,17.5,1896.0,106.0,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
322,16.36,2179.0,187.7,0.0,5.0,0,0,0,0,1,0,0,0,0,0,0,1,0
324,13.7,1399.0,98.82,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
325,21.1,814.0,55.2,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
326,15.3,1596.0,101.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1
327,14.07,1978.0,83.1,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
328,12.55,2982.0,168.5,0.0,5.0,0,0,0,0,0,0,1,0,0,0,0,1,0
329,23.2,1248.0,73.94,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
330,14.24,2755.0,174.5,36.69,4.0,0,0,0,0,0,0,1,0,0,0,0,0,1
331,10.5,2835.0,107.2,0.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1
332,20.37,1461.0,108.45,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1
333,18.8,1248.0,90.0,0.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1
334,12.99,2494.0,100.0,0.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1
335,15.87,2993.0,308.43,0.0,5.0,0,0,0,0,0,0,0,0,0,0,1,1,0
336,17.5,1373.0,91.1,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
337,16.09,1598.0,103.5,11.48,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
338,24.3,1248.0,88.5,10.91,4.0,0,0,0,0,0,0,0,0,0,0,1,0,1
340,17.0,1497.0,118.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
341,18.2,1248.0,73.74,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
342,26.59,1248.0,74.0,0.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1
343,16.93,1197.0,103.2,0.0,4.0,0,1,0,0,0,0,0,0,0,0,0,1,0
344,17.1,1591.0,121.3,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
345,11.36,2755.0,171.5,20.8,5.0,0,0,0,0,0,0,0,0,1,0,0,1,0
346,17.11,1968.0,174.33,0.0,5.0,0,0,0,0,0,0,1,0,0,0,0,1,0
347,17.05,1995.0,184.0,0.0,5.0,0,0,0,0,1,0,0,0,0,0,0,1,0
348,18.53,1968.0,187.74,0.0,5.0,0,0,0,0,0,0,0,1,0,0,0,1,0
349,18.16,1196.0,86.8,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
350,18.9,1197.0,81.86,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
351,15.4,2179.0,120.0,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,1
352,17.5,1298.0,85.8,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
353,22.0,1197.0,81.8,8.13,3.0,0,0,1,0,0,0,0,0,0,0,0,1,0
354,28.09,1248.0,88.5,0.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,1
355,21.1,1248.0,73.9,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
356,15.29,1591.0,121.3,0.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0,1
357,9.43,1999.0,237.4,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0
359,24.4,1120.0,71.0,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
361,17.92,1086.0,62.1,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
363,18.6,1197.0,81.83,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
364,17.57,1193.0,88.7,7.63,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
365,18.9,1197.0,82.0,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
366,33.54,998.0,67.04,5.58,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1
367,17.01,1591.0,121.3,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
368,18.5,1197.0,82.85,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
369,18.16,1197.0,78.9,7.59,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1
370,24.52,1248.0,88.5,0.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,1
371,27.39,1248.0,74.0,10.28,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1
372,22.5,998.0,67.04,5.04,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1
373,13.49,2179.0,138.03,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
374,22.9,1248.0,74.0,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
375,20.0,1399.0,68.0,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1
376,15.64,1193.0,64.08,0.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1
377,16.07,1995.0,181.0,0.0,4.0,0,0,0,0,1,0,0,0,0,0,0,1,0
378,11.49,4367.0,335.3,0.0,5.0,0,0,0,0,0,0,0,0,0,1,0,1,0
379,16.8,1497.0,116.3,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
380,19.3,1248.0,73.9,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
381,21.1,814.0,55.2,0.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1
382,22.07,1199.0,73.9,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
383,22.9,1248.0,74.0,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
384,14.53,1794.0,138.1,0.0,4.0,0,1,0,0,0,0,0,0,0,0,0,1,0
386,19.67,1582.0,126.2,0.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,1
387,23.1,998.0,67.04,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,1,0
388,23.08,1461.0,63.1,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
389,18.5,1197.0,85.8,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
391,18.9,1197.0,82.0,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
392,15.0,1598.0,103.52,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
393,16.8,1497.0,118.0,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,1,0
394,19.67,1582.0,126.2,0.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1
395,11.36,2755.0,171.5,28.05,5.0,0,0,0,0,0,0,0,0,0,1,0,1,0
396,13.49,2179.0,138.03,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
397,16.95,1197.0,78.9,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0
398,22.5,998.0,67.04,5.04,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
399,28.4,1248.0,74.0,7.01,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
401,17.8,1248.0,75.0,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
402,18.5,1197.0,82.85,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
403,19.01,1461.0,108.5,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
404,18.06,1198.0,75.0,0.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1
405,21.1,814.0,55.2,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
406,14.8,1595.0,120.7,0.0,4.0,0,0,0,0,0,0,0,0,1,0,0,1,0
407,13.0,2987.0,258.0,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0
408,13.0,1493.0,100.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
409,18.6,1199.0,76.8,0.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1
410,18.9,998.0,67.1,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
411,11.36,2755.0,171.5,26.55,5.0,0,0,0,0,0,0,0,0,1,0,0,1,0
412,23.65,1248.0,88.5,0.0,4.0,0,0,0,0,0,0,0,0,0,0,1,0,1
413,24.07,998.0,67.1,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,1,0
414,21.7,999.0,67.0,4.98,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
415,26.0,624.0,35.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
417,20.54,1598.0,103.6,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
419,19.67,1582.0,126.2,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1
420,13.5,1799.0,130.0,0.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1
421,28.4,1248.0,73.75,10.7,4.0,0,0,0,0,0,0,1,0,0,0,0,1,0
422,18.88,1995.0,184.0,0.0,5.0,0,0,1,0,0,0,0,0,0,0,0,1,0
423,16.09,1598.0,103.5,11.05,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
424,22.7,1498.0,89.84,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1
426,11.2,2400.0,215.0,0.0,5.0,0,0,0,0,0,0,1,0,0,0,0,1,0
427,16.5,1198.0,86.8,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,1,0
428,18.12,1995.0,190.0,0.0,5.0,0,0,0,0,0,0,0,0,0,0,1,1,0
429,17.8,1497.0,117.3,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
430,25.4,1186.0,73.97,8.56,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
431,14.28,1798.0,138.03,0.0,5.0,0,0,0,0,0,0,0,0,0,1,0,1,0
432,18.0,1198.0,86.7,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
433,12.3,1796.0,185.0,0.0,5.0,0,0,0,0,0,0,0,0,0,1,0,1,0
434,18.9,1197.0,81.86,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
435,18.9,1197.0,82.0,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,1,0
436,17.0,1197.0,80.0,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
437,12.62,2198.0,158.0,0.0,5.0,0,1,0,0,0,0,0,0,0,0,0,1,0
438,11.8,2967.0,246.7,0.0,4.0,0,0,0,0,0,0,0,0,0,1,0,1,0
439,12.55,2982.0,168.5,0.0,5.0,0,0,0,0,0,1,0,0,0,0,0,1,0
440,19.67,1582.0,126.2,0.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1
441,14.21,2143.0,203.0,0.0,5.0,0,1,0,0,0,0,0,0,0,0,0,1,0
442,15.06,1995.0,177.0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0
444,18.9,1197.0,82.0,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
445,25.8,1498.0,98.6,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
446,18.6,1197.0,81.86,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
448,22.9,1248.0,74.0,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
449,14.0,2498.0,112.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1
450,13.7,1991.0,183.0,0.0,5.0,0,0,0,0,0,0,0,0,1,0,0,1,0
451,18.12,1995.0,190.0,0.0,5.0,0,0,0,0,0,1,0,0,0,0,0,1,0
452,19.87,1461.0,83.8,0.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1
453,15.68,1999.0,177.0,0.0,5.0,0,0,0,0,0,0,0,0,1,0,0,1,0
454,11.7,2354.0,177.6,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0
455,0.0,1950.0,194.0,49.14,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0
457,14.4,1396.0,65.0,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
458,19.1,1197.0,82.0,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
460,13.4,1794.0,125.0,0.0,2.0,1,0,0,0,0,0,0,0,0,0,0,0,1
461,18.9,998.0,67.1,0.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1
462,16.78,1496.0,88.73,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
463,21.14,1498.0,103.52,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
465,11.74,1796.0,186.0,0.0,4.0,0,0,0,0,0,0,0,0,1,0,0,1,0
466,22.7,1582.0,126.24,0.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0,1
467,12.99,2494.0,100.6,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1
468,17.8,1497.0,117.3,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,1
469,17.0,1197.0,80.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1
471,19.1,1197.0,81.86,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
472,20.37,1461.0,108.45,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1
473,13.22,2967.0,241.4,0.0,5.0,0,0,0,0,0,0,0,0,0,1,0,1,0
474,19.1,1197.0,85.8,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
475,11.7,1796.0,178.0,0.0,4.0,0,0,0,0,0,0,0,1,0,0,0,1,0
476,12.8,2494.0,102.0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1
477,17.3,993.0,60.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1
478,18.6,1197.0,81.83,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
479,21.5,1498.0,108.5,15.86,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0
480,20.5,1598.0,105.0,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
481,17.92,1086.0,62.1,0.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1
483,20.92,998.0,67.1,0.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1
484,22.9,1248.0,74.0,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
485,16.02,1373.0,93.7,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1
486,18.9,1061.0,67.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,1
487,22.5,998.0,67.04,5.61,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1
488,19.5,1199.0,88.76,7.36,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1
489,19.3,1248.0,73.9,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
491,10.9,2497.0,215.0,0.0,4.0,0,1,0,0,0,0,0,0,0,0,0,1,0
492,23.4,1248.0,74.0,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
494,13.5,1799.0,130.0,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
496,0.0,2987.0,165.0,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0
497,25.0,1396.0,69.0,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1
498,17.68,1968.0,174.33,0.0,5.0,0,0,0,0,0,0,1,0,0,0,0,1,0
499,18.9,1197.0,82.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
500,24.7,1047.0,69.0,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
501,15.97,2993.0,258.0,0.0,5.0,0,0,0,0,0,0,1,0,0,0,0,1,0
502,21.4,1197.0,83.1,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
503,13.0,2987.0,265.0,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0
504,14.95,2489.0,93.7,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,0,1
505,20.5,1598.0,103.5,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
506,16.47,1198.0,74.0,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
507,25.47,1248.0,88.5,12.74,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1
508,16.8,1405.0,62.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1
509,18.6,1197.0,81.83,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
510,21.4,1197.0,83.1,7.36,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
511,17.1,1956.0,170.0,18.45,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1
512,16.8,1497.0,116.3,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,1,0
513,24.3,1248.0,88.5,11.29,4.0,0,0,0,0,0,0,1,0,0,0,0,0,1
514,18.9,1061.0,67.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1
515,19.7,796.0,46.3,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1
516,12.99,2494.0,100.0,0.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1
517,23.4,1248.0,74.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
518,11.5,2982.0,171.0,0.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1
519,16.0,2179.0,140.0,0.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1
520,16.8,1497.0,116.3,0.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1
521,12.97,2179.0,187.7,0.0,5.0,0,0,0,0,0,0,0,0,1,0,0,1,0
522,24.3,1248.0,88.5,0.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1
523,14.4,1598.0,103.6,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,1,0
524,10.4,2393.0,163.5,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1
525,20.51,998.0,67.04,0.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1
526,20.36,1197.0,78.9,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
527,18.6,1197.0,81.83,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
528,17.01,1591.0,121.3,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
530,23.1,998.0,67.04,0.0,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1
531,24.3,1248.0,88.5,11.12,4.0,0,0,0,0,0,0,1,0,0,0,0,0,1
532,16.1,1298.0,88.2,0.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1
533,21.12,1248.0,88.8,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,1
535,18.9,1197.0,81.86,7.39,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
536,17.85,2967.0,300.0,0.0,5.0,0,0,0,0,0,0,0,0,1,0,0,1,0
537,12.05,2179.0,120.0,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
538,12.55,2982.0,168.5,0.0,5.0,0,0,0,0,0,0,0,0,1,0,0,1,0
539,14.0,796.0,35.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1
540,13.68,2393.0,147.8,19.43,5.0,0,0,0,0,1,0,0,0,0,0,0,0,1
541,19.49,1198.0,67.04,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
542,12.19,2967.0,236.0,0.0,5.0,0,0,1,0,0,0,0,0,0,0,0,1,0
543,19.5,1199.0,86.76,8.16,3.0,0,0,0,0,0,0,1,0,0,0,0,0,1
544,11.2,2993.0,241.0,0.0,5.0,0,0,0,0,0,1,0,0,0,0,0,1,0
545,16.02,1373.0,93.7,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
546,19.1,1197.0,85.8,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
547,15.8,1591.0,121.3,16.06,4.0,0,0,0,0,0,0,1,0,0,0,0,0,1
548,22.07,1199.0,73.9,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
549,17.9,2143.0,170.0,64.57,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0
550,24.0,1120.0,70.0,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
551,10.93,3498.0,272.0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0
552,22.07,1199.0,73.9,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
553,13.6,1598.0,181.0,0.0,5.0,0,1,0,0,0,0,0,0,0,0,0,1,0
554,17.72,1968.0,108.49,0.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1
555,22.32,1582.0,126.32,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,1,0
556,11.74,1796.0,186.0,0.0,4.0,1,0,0,0,0,0,0,0,0,0,0,1,0
557,12.8,2494.0,102.0,0.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,1
558,15.0,1396.0,98.6,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,1,0
559,19.01,1461.0,108.45,0.0,3.0,0,0,0,0,0,0,0,1,0,0,0,0,1
560,17.0,1591.0,121.3,13.7,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0
561,17.8,1248.0,75.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1
562,20.51,998.0,67.04,0.0,2.0,0,0,0,0,0,0,0,1,0,0,0,0,1
563,16.3,1956.0,170.0,24.26,5.0,1,0,0,0,0,0,0,0,0,0,0,0,1
564,21.4,1197.0,83.1,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
566,24.0,1120.0,70.0,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
567,21.1,1248.0,73.9,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
568,11.57,2987.0,254.79,95.13,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0
570,22.7,1498.0,89.84,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
571,15.29,1591.0,121.3,0.0,4.0,0,1,0,0,0,0,0,0,0,0,0,0,1
573,17.8,1497.0,117.3,0.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,1
574,12.55,2982.0,168.5,0.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,1
575,18.88,1499.0,110.4,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,1
576,22.7,1582.0,126.2,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,1
578,13.2,1995.0,170.0,0.0,4.0,0,0,1,0,0,0,0,0,0,0,0,1,0
579,13.1,1997.0,141.1,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
580,19.12,1373.0,91.1,0.0,3.0,0,0,0,0,0,0,1,0,0,0,0,1,0
581,12.55,2982.0,168.5,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0
584,17.68,1968.0,174.33,0.0,5.0,1,0,0,0,0,0,0,0,0,0,0,1,0
585,15.1,1196.0,73.0,4.69,2.0,0,1,0,0,0,0,0,0,0,0,0,0,1
586,15.1,2179.0,140.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1
587,17.0,1497.0,118.0,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
588,26.59,1248.0,74.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,1,0
589,27.3,1498.0,98.6,0.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,1
590,14.67,1798.0,177.46,33.58,5.0,0,0,0,0,1,0,0,0,0,0,0,1,0
591,14.8,1595.0,120.7,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,1,0
592,15.06,1995.0,177.0,0.0,4.0,0,0,1,0,0,0,0,0,0,0,0,1,0
593,23.1,998.0,67.04,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0
594,20.73,1373.0,91.1,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,1
595,15.17,1968.0,181.0,43.65,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0
596,11.57,2987.0,254.79,95.13,5.0,0,0,0,1,0,0,0,0,0,0,0,1,0
597,16.6,1388.0,68.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,1
598,19.01,1461.0,108.45,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
599,25.44,936.0,56.3,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1
600,10.91,3198.0,197.0,0.0,5.0,0,0,0,0,0,0,0,0,1,0,0,1,0
601,12.8,2354.0,177.6,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
602,13.0,2982.0,168.5,0.0,5.0,0,0,0,0,0,0,0,0,1,0,0,0,1
604,22.07,1199.0,73.9,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
605,22.07,1199.0,73.9,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
606,16.5,1198.0,86.8,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,1,0
607,26.0,1498.0,98.6,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1
608,25.0,1396.0,69.0,0.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,1
609,23.08,1461.0,63.1,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
610,18.9,1197.0,81.86,6.96,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
611,16.0,2179.0,140.0,0.0,5.0,0,0,0,1,0,0,0,0,0,0,0,0,1
612,17.92,1086.0,62.1,0.0,2.0,0,0,0,0,0,0,0,0,0,0,1,0,1
613,20.36,1197.0,78.9,0.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,1
614,15.3,1341.0,83.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1
615,20.54,1598.0,103.6,0.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,1
616,22.77,1498.0,98.59,0.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,1
617,22.7,1498.0,89.84,0.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,1
618,17.0,1497.0,118.0,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
619,17.5,1896.0,106.0,0.0,3.0,0,0,0,0,1,0,0,0,0,0,0,0,1
620,18.6,1197.0,81.86,0.0,3.0,0,0,0,0,0,0,0,0,1,0,0,0,1
621,10.0,1796.0,157.7,0.0,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0
622,25.2,1248.0,74.0,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
623,16.9,1197.0,82.0,0.0,3.0,0,0,1,0,0,0,0,0,0,0,0,1,0
624,21.1,1248.0,73.9,0.0,3.0,0,1,0,0,0,0,0,0,0,0,0,0,1
625,15.8,1499.0,110.0,0.0,4.0,0,0,0,1,0,0,0,0,0,0,0,0,1
627,11.3,2987.0,254.8,0.0,5.0,0,0,0,0,0,0,0,0,1,0,0,1,0
630,21.1,814.0,55.2,0.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1
631,17.0,1497.0,118.0,0.0,3.0,0,0,0,0,0,1,0,0,0,0,0,0,1
632,19.15,1198.0,75.94,9.47,3.0,1,0,0,0,0,0,0,0,0,0,0,1,0
